name,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,StrikeBonus,5roundBonus,Value
JP Buys,0,90,0,0,0,22,0,112
Oluwale Bamgbose,100,0,0,0,0,12,0,112
Jan Nortje,100,0,0,0,0,12,0,112
Mike Breeden,100,0,0,0,0,12,0,112
Naoki Inoue,0,0,80,0,0,32,0,112
John Lewis,100,0,0,0,0,11,0,111
Robert McDaniel,0,90,0,0,0,21,0,111
Jenna Castillo,100,0,0,0,0,11,0,111
Mike Grundy,100,0,0,0,0,11,0,111
Bobby Voelker,100,0,0,0,0,11,0,111
Devin Powell,100,0,0,0,0,11,0,111
Marcos Vinicius,100,0,0,0,0,11,0,111
Luigi Vendramini,100,0,0,0,0,11,0,111
Stephanie Luciano,0,0,80,0,0,31,0,111
Brian Melancon,100,0,0,0,0,11,0,111
Sam Spengler,100,0,0,0,0,11,0,111
Seth Kleinbeck,100,0,0,0,0,11,0,111
Louis Cosce,100,0,0,0,0,11,0,111
Victor Martinez,0,0,80,0,0,31,0,111
Jordan Williams,100,0,0,0,0,10,0,110
Jeff Hougland,0,0,80,0,0,30,0,110
Troy Mandaloniz,100,0,0,0,0,10,0,110
Paul Jones,0,90,0,0,0,20,0,110
Daiki Hata,0,0,80,0,0,30,0,110
Yoshihiro Nakao,0,90,0,0,0,20,0,110
Syuri Kondo,0,0,0,0,70,40,0,110
Cal Worsham,100,0,0,0,0,10,0,110
Kazuhiro Hamanaka,0,0,80,0,0,30,0,110
Brendan Seguin,0,0,80,0,0,30,0,110
Jack Nilson,100,0,0,0,0,10,0,110
Carlos Zevallos,100,0,0,0,0,10,0,110
Dwayne Cason,100,0,0,0,0,10,0,110
Chris de la Rocha,100,0,0,0,0,10,0,110
Junie Browning,0,90,0,0,0,19,0,109
Georgi Karakhanyan,0,0,0,0,70,39,0,109
Brad Kohler,100,0,0,0,0,9,0,109
Francisco Bueno,100,0,0,0,0,9,0,109
John Gunderson,0,0,80,0,0,29,0,109
Issei Tamura,100,0,0,0,0,9,0,109
Harold Howard,100,0,0,0,0,9,0,109
Taiei Kin,0,0,80,0,0,28,0,108
Nick Denis,100,0,0,0,0,8,0,108
Anthony Romero,0,0,80,0,0,28,0,108
Danny Sabatello,0,0,80,0,0,28,0,108
Zhalgas Zhumagulov,0,90,0,0,0,18,0,108
Rafael Carino,100,0,0,0,0,8,0,108
Jarjis Danho,100,0,0,0,0,8,0,108
Hong Man Choi,100,0,0,0,0,8,0,108
Mike Nickels,0,90,0,0,0,18,0,108
Ramazan Kuramagomedov,0,0,0,0,70,38,0,108
Danillo Villefort,100,0,0,0,0,8,0,108
Egan Inoue,100,0,0,0,0,8,0,108
Eddy Ellis,0,0,80,0,0,28,0,108
Joseph Morales,0,90,0,0,0,18,0,108
KyeungPyo Kim,100,0,0,0,0,7,0,107
Bruno Lopes,100,0,0,0,0,7,0,107
Michael Kuiper,100,0,0,0,0,7,0,107
Karolina Wojcik,0,0,80,0,0,27,0,107
Elizabeth Phillips,0,0,80,0,0,27,0,107
Ron Stallings,0,0,80,0,0,27,0,107
Tadao Yasuda,0,0,0,0,70,37,0,107
Marcelo Mello,100,0,0,0,0,7,0,107
Dan Bobish,0,90,0,0,0,17,0,107
Jenel Lausa,0,0,80,0,0,27,0,107
SangWon Kim,100,0,0,0,0,7,0,107
Sai Wang,0,0,80,0,0,27,0,107
Abel Cullum,0,0,80,0,0,27,0,107
Galore Bofando,100,0,0,0,0,7,0,107
Rex Richards,100,0,0,0,0,7,0,107
Ricardo Abreu,0,90,0,0,0,16,0,106
Peter Danesoe,100,0,0,0,0,6,0,106
Daniel Allen,0,0,80,0,0,26,0,106
Anton Kuivanen,0,0,0,0,70,36,0,106
Jamie Moyle,0,0,80,0,0,26,0,106
Henry Miller,100,0,0,0,0,6,0,106
Orlando Wiet,100,0,0,0,0,6,0,106
Joe Slick,100,0,0,0,0,6,0,106
Christian Aguilera,100,0,0,0,0,6,0,106
Lance Gibson,100,0,0,0,0,6,0,106
Daniel Spitz,100,0,0,0,0,5,0,105
Justin Levens,100,0,0,0,0,5,0,105
Shamil Gamzatov,0,0,0,0,70,35,0,105
Rafael Rebello,0,90,0,0,0,15,0,105
Wagner da Conceicao Martins,100,0,0,0,0,5,0,105
Wallid Ismail,0,90,0,0,0,15,0,105
Yusup Saadulaev,100,0,0,0,0,5,0,105
Daniel Spohn,0,90,0,0,0,15,0,105
Khalid Taha,100,0,0,0,0,5,0,105
Matt Hobar,0,0,80,0,0,25,0,105
Mateus Mendonca,100,0,0,0,0,5,0,105
Jerome LeBanner,100,0,0,0,0,5,0,105
Matt Dwyer,100,0,0,0,0,5,0,105
Kay Hansen,0,90,0,0,0,15,0,105
Andy Ogle,0,0,80,0,0,25,0,105
Shohei Nose,100,0,0,0,0,5,0,105
Valmir Lazaro,0,0,0,0,70,35,0,105
Travis Fulton,0,0,80,0,0,25,0,105
Dan Christison,0,90,0,0,0,15,0,105
Jonas Bilharinho,100,0,0,0,0,5,0,105
JJ Okanovich,0,0,80,0,0,25,0,105
Anthony Figueroa,100,0,0,0,0,5,0,105
Kyle Bradley,100,0,0,0,0,4,0,104
John Phillips,100,0,0,0,0,4,0,104
Rolando Delgado,0,90,0,0,0,14,0,104
David Bielkheden,0,0,80,0,0,24,0,104
Tamires Vidal,100,0,0,0,0,4,0,104
Humberto Bandenay,100,0,0,0,0,4,0,104
Jonathan Wilson,100,0,0,0,0,4,0,104
Jeremiah Metcalf,0,90,0,0,0,13,0,103
Kevin Rosier,100,0,0,0,0,3,0,103
Talita Bernardo,0,0,80,0,0,23,0,103
Ian Loveland,0,0,80,0,0,23,0,103
Connor Matthews,0,0,80,0,0,23,0,103
Chibwikem Onyenegecha,0,0,0,0,70,33,0,103
Cole Smith,0,0,80,0,0,23,0,103
Tommy Speer,100,0,0,0,0,2,0,102
Trevin Jones,100,0,0,0,0,2,0,102
Josh Quinlan,100,0,0,0,0,2,0,102
Ivana Petrovic,0,90,0,0,0,12,0,102
Koya Kanda,0,0,80,0,0,22,0,102
Junior Albini,100,0,0,0,0,2,0,102
Mark Hall,100,0,0,0,0,2,0,102
Maria Oliveira,0,0,0,0,70,32,0,102
Tokimitsu Ishizawa,100,0,0,0,0,2,0,102
Alvaro Herrera Mendoza,100,0,0,0,0,2,0,102
Fernie Garcia,100,0,0,0,0,2,0,102
Daniel Teymur,0,0,80,0,0,22,0,102
Valentijn Overeem,0,90,0,0,0,12,0,102
Lu Kai,100,0,0,0,0,2,0,102
Brendan Loughnane,0,0,80,0,0,21,0,101
Erick Montano,0,0,0,0,70,31,0,101
Kevin Casey,0,0,80,0,0,21,0,101
Azunna Anyanwu,100,0,0,0,0,1,0,101
Thanh Le,100,0,0,0,0,1,0,101
Te Edwards,100,0,0,0,0,1,0,101
Simeon Thoresen,0,90,0,0,0,11,0,101
Yoshiki Takahashi,0,0,80,0,0,21,0,101
Shanna Young,100,0,0,0,0,1,0,101
Austin Springer,0,90,0,0,0,11,0,101
Goran Reljic,100,0,0,0,0,0,0,100
Tim Hague,0,90,0,0,0,10,0,100
Marcin Held,0,0,80,0,0,20,0,100
Jason Black,100,0,0,0,0,0,0,100
Rory Markham,100,0,0,0,0,0,0,100
Kazuki Okubo,0,90,0,0,0,10,0,100
SangHoon Yoo,100,0,0,0,0,0,0,100
War Machine,100,0,0,0,0,0,0,100
Journey Newson,0,0,80,0,0,20,0,100
Daichi Abe,0,0,80,0,0,20,0,100
Pawel Nastula,0,90,0,0,0,10,0,100
Ernesta Kareckaite,0,0,0,0,70,30,0,100
Tedd Williams,100,0,0,0,0,0,0,100
John Salter,100,0,0,0,0,0,0,100
Kyle Stewart,100,0,0,0,0,0,0,100
Kaynan Kruschewsky,0,90,0,0,0,10,0,100
Geane Herrera,100,0,0,0,0,0,0,100
Dale Hartt,100,0,0,0,0,0,0,100
James Terry,100,0,0,0,0,0,0,100
Keisuke Sasu,0,0,80,0,0,20,0,100
Andrei Semenov,100,0,0,0,0,0,0,100
Genaro Valdez,100,0,0,0,0,0,0,100
Jonathan Wiezorek,100,0,0,0,0,0,0,100
Jose Torres,100,0,0,0,0,0,0,100
Andre Roberts,100,0,0,0,0,0,0,100
Ike Villanueva,100,0,0,0,0,0,0,100
Mike Cook,100,0,0,0,0,0,0,100
Matt Veach,100,0,0,0,0,0,0,100
Josh Sampo,0,90,0,0,0,10,0,100
Lucas Rocha,100,0,0,0,0,0,0,100
Nate Moore,100,0,0,0,0,0,0,100
Chris Cope,0,0,80,0,0,19,0,99
Keith Rockel,0,90,0,0,0,9,0,99
Jason Gonzalez,0,90,0,0,0,9,0,99
Danny Downes,0,0,80,0,0,19,0,99
Gustavo Lopez,0,90,0,0,0,9,0,99
Irina Alekseeva,0,90,0,0,0,9,0,99
Viktor Pesta,0,0,80,0,0,18,0,98
Will Campuzano,0,0,80,0,0,18,0,98
Reinier de Ridder,0,90,0,0,0,8,0,98
Renato Verissimo,0,0,80,0,0,18,0,98
Per Eklund,0,90,0,0,0,8,0,98
Royler Gracie,0,90,0,0,0,8,0,98
Gadzhi Omargadzhiev,0,90,0,0,0,8,0,98
Jon Delos Reyes,0,90,0,0,0,8,0,98
Vinny Magalhaes,0,90,0,0,0,7,0,97
Sherrard Blackledge,0,0,80,0,0,17,0,97
Igor Gracie,0,90,0,0,0,7,0,97
Luke Zachrich,0,0,80,0,0,17,0,97
Daniel McWilliams,0,90,0,0,0,7,0,97
Akbarh Arreola,0,90,0,0,0,7,0,97
Rob MacDonald,0,90,0,0,0,7,0,97
Quillan Salkilld,0,0,80,0,0,17,0,97
Chris Fishgold,0,90,0,0,0,7,0,97
Maiquel Falcao,0,0,80,0,0,17,0,97
Richie Vaculik,0,0,80,0,0,16,0,96
Coty Wheeler,0,90,0,0,0,6,0,96
Ariel Gandulla,0,0,0,0,70,1,25,96
Donnie Liles,0,90,0,0,0,6,0,96
Teemu Packalen,0,90,0,0,0,6,0,96
David Mitchell,0,0,80,0,0,15,0,95
Patrick Williams,0,90,0,0,0,5,0,95
Jason Young,0,0,80,0,0,15,0,95
Glaico Franca Moreira,0,90,0,0,0,5,0,95
Edgar Chairez,0,90,0,0,0,5,0,95
Seo Hee Ham,0,0,80,0,0,15,0,95
Satoru Kitaoka,0,0,0,0,70,0,25,95
Sarah Alpar,0,90,0,0,0,5,0,95
Fabricio Camoes,0,90,0,0,0,5,0,95
Abdul-Kareem Al-Selwady,0,0,80,0,0,15,0,95
Conor Heun,0,0,80,0,0,14,0,94
Shamar Bailey,0,0,80,0,0,14,0,94
Dmitry Sosnovskiy,0,90,0,0,0,4,0,94
Eric Lawson,0,90,0,0,0,4,0,94
Isaiah Hill,0,90,0,0,0,4,0,94
Vinicius Moreira,0,90,0,0,0,4,0,94
Eric Schambari,0,0,80,0,0,14,0,94
Jeff Bedard,0,0,80,0,0,14,0,94
Danny Martinez,0,0,80,0,0,14,0,94
Crosley Gracie,0,90,0,0,0,4,0,94
Tor Troeng,0,90,0,0,0,4,0,94
Cameron Olson,0,0,80,0,0,14,0,94
Michael Page,0,0,80,0,0,14,0,94
Matt Arroyo,0,90,0,0,0,3,0,93
Ray Sefo,0,90,0,0,0,3,0,93
Mike Budnik,0,90,0,0,0,3,0,93
Seth Dikun,0,90,0,0,0,3,0,93
Miranda Granger,0,0,80,0,0,13,0,93
Mike Ricci,0,0,80,0,0,13,0,93
Buddy Roberts,0,0,80,0,0,13,0,93
Vagner Rocha,0,90,0,0,0,3,0,93
James Lee,0,90,0,0,0,3,0,93
Pawel Pawlak,0,0,80,0,0,13,0,93
Megumi Fujii,0,90,0,0,0,3,0,93
Trevor Harris,0,90,0,0,0,3,0,93
Todd Medina,0,90,0,0,0,3,0,93
Jessin Ayari,0,0,0,0,70,23,0,93
Tim McKenzie,0,90,0,0,0,3,0,93
Will Kerr,0,90,0,0,0,2,0,92
Ken Cross,0,0,80,0,0,12,0,92
Nick Pace,0,90,0,0,0,2,0,92
Anderson Dos Santos,0,90,0,0,0,2,0,92
Wang Guan,0,0,0,0,70,22,0,92
Rulon Gardner,0,0,80,0,0,12,0,92
Kazunari Murakami,0,90,0,0,0,2,0,92
Vanessa Melo,0,0,80,0,0,12,0,92
Drako Rodriguez,0,90,0,0,0,2,0,92
Frank Hamaker,0,90,0,0,0,2,0,92
Bassil Hafez,0,0,80,0,0,12,0,92
Edson Berto,0,90,0,0,0,1,0,91
Tomoya Miyashita,0,0,80,0,0,11,0,91
Scott Morris,0,90,0,0,0,1,0,91
Niklas Backstrom,0,90,0,0,0,1,0,91
Rachael Ostovich,0,90,0,0,0,1,0,91
Shi Ming,0,0,80,0,0,11,0,91
Gabriel Miranda,0,90,0,0,0,1,0,91
Philip Perez,0,90,0,0,0,1,0,91
Alberto Montes,0,90,0,0,0,1,0,91
Rodolfo Marques Diniz,0,0,80,0,0,11,0,91
Dylan Budka,0,0,80,0,0,11,0,91
Antonio Braga Neto,0,90,0,0,0,1,0,91
Cortavious Romious,0,0,80,0,0,11,0,91
Robert Sanchez,0,90,0,0,0,1,0,91
Masakatsu Funaki,0,90,0,0,0,1,0,91
Alex Gilpin,0,90,0,0,0,0,0,90
Ian Entwistle,0,90,0,0,0,0,0,90
Ricardo Romero,0,90,0,0,0,0,0,90
Mandy Bohm,0,0,0,0,70,20,0,90
Ron Keslar,0,90,0,0,0,0,0,90
Darrius Flowers,0,90,0,0,0,0,0,90
Wayne Cole,0,90,0,0,0,0,0,90
Charles McCarthy,0,90,0,0,0,0,0,90
Hector Urbina,0,90,0,0,0,0,0,90
Liana Jojua,0,90,0,0,0,0,0,90
Jamie Colleen,0,90,0,0,0,0,0,90
Takeru Uchida,0,90,0,0,0,0,0,90
Ahmad Hassanzada,0,90,0,0,0,0,0,90
Bob Cook,0,90,0,0,0,0,0,90
Sangwook Kim,0,90,0,0,0,0,0,90
Yasuhito Namekawa,0,90,0,0,0,0,0,90
Justin Buchholz,0,90,0,0,0,0,0,90
Westin Wilson,0,90,0,0,0,0,0,90
Lee Murray,0,90,0,0,0,0,0,90
Valter Walker,0,90,0,0,0,0,0,90
Felipe dos Santos,0,0,0,0,70,20,0,90
Dustin Pague,0,90,0,0,0,0,0,90
Shuya Kamikubo,0,0,0,0,70,20,0,90
Carlos Eduardo Rocha,0,90,0,0,0,0,0,90
Paulo Cesar Silva,0,90,0,0,0,0,0,90
Dan Molina,0,90,0,0,0,0,0,90
J.T Taylor,0,90,0,0,0,0,0,90
Steven Graham,0,90,0,0,0,0,0,90
Dan Lauzon,0,90,0,0,0,0,0,90
Mike Joy,0,90,0,0,0,0,0,90
Marcio Alexandre Junior,0,90,0,0,0,0,0,90
Mike Rio,0,90,0,0,0,0,0,90
Chris Padilla,0,90,0,0,0,0,0,90
Sean McCorkle,0,90,0,0,0,0,0,90
Jason Dent,0,90,0,0,0,0,0,90
Shauna Bannon,0,0,0,0,70,20,0,90
Austin Vanderford,0,90,0,0,0,0,0,90
Scott Bessac,0,90,0,0,0,0,0,90
Levan Makashvili,0,0,0,0,70,20,0,90
Nicolle Caliari,0,90,0,0,0,0,0,90
Alex Chambers,0,90,0,0,0,0,0,90
David Zawada,0,90,0,0,0,0,0,90
Kron Gracie,0,90,0,0,0,0,0,90
Steve Bruno,0,90,0,0,0,0,0,90
Louis Gaudinot,0,90,0,0,0,0,0,90
Roman Mitichyan,0,90,0,0,0,0,0,90
Henry Briones,0,90,0,0,0,0,0,90
Domingo Pilarte,0,90,0,0,0,0,0,90
Scott Adams,0,90,0,0,0,0,0,90
Collin Huckbody,0,90,0,0,0,0,0,90
Anthony Torres,0,90,0,0,0,0,0,90
Abongo Humphrey,0,90,0,0,0,0,0,90
Koji Kitao,0,90,0,0,0,0,0,90
Mike Ciesnolevicz,0,90,0,0,0,0,0,90
Nate Loughran,0,90,0,0,0,0,0,90
Rolando Dy,0,0,80,0,0,9,0,89
Michael Lombardo,0,0,80,0,0,9,0,89
Marvin Eastman,0,0,80,0,0,9,0,89
Mason Jones,0,0,80,0,0,9,0,89
Karen Darabedyan,0,0,0,0,70,19,0,89
Joe Moreira,0,0,80,0,0,9,0,89
Josh Stansbury,0,0,0,75,0,14,0,89
Jerrel Venetiaan,0,0,0,0,70,18,0,88
Kamuela Kirk,0,0,80,0,0,8,0,88
Andreas Michailidis,0,0,80,0,0,8,0,88
Mo Miller,0,0,80,0,0,8,0,88
Mickael Lebout,0,0,80,0,0,8,0,88
Klidson Abreu,0,0,80,0,0,8,0,88
Clifford Starks,0,0,80,0,0,8,0,88
Katsuhiko Nagata,0,0,80,0,0,7,0,87
Albert Morales,0,0,0,0,70,17,0,87
Rami Hamed,0,0,80,0,0,7,0,87
Marcus LeVesseur,0,0,0,0,70,17,0,87
Melissa Martinez,0,0,80,0,0,7,0,87
Ricky Steele,0,0,0,0,70,17,0,87
Nadia Kassem,0,0,80,0,0,7,0,87
Carlos Barreto,0,0,80,0,0,7,0,87
Rafael Dias,0,0,80,0,0,6,0,86
Rashad Coulter,0,0,80,0,0,6,0,86
Chalid Arrab,0,0,80,0,0,6,0,86
Danny Chavez,0,0,80,0,0,6,0,86
Tyrone Roberts,0,0,80,0,0,6,0,86
Leah Letson,0,0,0,0,70,16,0,86
Colton Smith,0,0,80,0,0,6,0,86
Jerrod Sanders,0,0,80,0,0,5,0,85
Romie Aram,0,0,80,0,0,5,0,85
Eiji Mitsuoka,0,0,80,0,0,5,0,85
Yan Qihui,0,0,0,0,70,15,0,85
Clay Harvison,0,0,0,0,70,15,0,85
Tony Johnson,0,0,80,0,0,5,0,85
Mark Hughes,0,0,80,0,0,5,0,85
Chad George,0,0,80,0,0,5,0,85
Raphael Pessoa,0,0,80,0,0,5,0,85
Brendan O'Reilly,0,0,80,0,0,4,0,84
Roger Narvaez,0,0,0,0,70,14,0,84
Kanako Murata,0,0,80,0,0,3,0,83
Hans Stringer,0,0,0,0,70,13,0,83
Ben Earwood,0,0,80,0,0,3,0,83
Phil Harris,0,0,80,0,0,3,0,83
Shungo Oyama,0,0,80,0,0,3,0,83
Alex Da Silva,0,0,80,0,0,2,0,82
Shinsho Anzai,0,0,80,0,0,2,0,82
Gesias Cavalcante,0,0,0,0,70,12,0,82
Dave Jansen,0,0,80,0,0,2,0,82
Jesus Pinedo,0,0,80,0,0,2,0,82
David Michaud,0,0,80,0,0,2,0,82
Kyle Driscoll,0,0,80,0,0,2,0,82
Anton Turkalj,0,0,80,0,0,2,0,82
Puja Tomar,0,0,0,0,70,11,0,81
Adam Antolin,0,0,0,0,70,11,0,81
Carl Malenko,0,0,80,0,0,1,0,81
Julia Budd,0,0,80,0,0,1,0,81
Bobby Stack,0,0,80,0,0,0,0,80
Gasan Umalatov,0,0,80,0,0,0,0,80
Ricky Legere Jr.,0,0,80,0,0,0,0,80
Lara Procopio,0,0,80,0,0,0,0,80
Boston Salmon,0,0,80,0,0,0,0,80
Kai Kamaka,0,0,80,0,0,0,0,80
Cole Province,0,0,80,0,0,0,0,80
Erisson Ferreira,0,0,80,0,0,0,0,80
Mads Burnell,0,0,80,0,0,0,0,80
Sirwan Kakai,0,0,80,0,0,0,0,80
Timmy Cuamba,0,0,80,0,0,0,0,80
Bahatebole Batebolati,0,0,80,0,0,0,0,80
Daniel Barez,0,0,80,0,0,0,0,80
Danyelle Wolf,0,0,80,0,0,0,0,80
Ralph Gracie,0,0,80,0,0,0,0,80
Patrick Walsh,0,0,80,0,0,0,0,80
Montserrat Conejo Ruiz,0,0,80,0,0,0,0,80
Matt Ricehouse,0,0,80,0,0,0,0,80
Sidney Outlaw,0,0,80,0,0,0,0,80
John Franchi,0,0,0,0,70,10,0,80
Dwight Joseph,0,0,80,0,0,0,0,80
Papy Abedi,0,0,0,0,70,10,0,80
Lemont Davis,0,0,80,0,0,0,0,80
Curt Warburton,0,0,80,0,0,0,0,80
Callan Potter,0,0,80,0,0,0,0,80
Heather Clark,0,0,80,0,0,0,0,80
Jaime Alvarez,0,0,80,0,0,0,0,80
Kazuki Tokudome,0,0,80,0,0,0,0,80
Takeshi Yamazaki,0,0,80,0,0,0,0,80
Tokitaka Nakanishi,0,0,80,0,0,0,0,80
Zach Skinner,0,0,80,0,0,0,0,80
Cody Pfister,0,0,80,0,0,0,0,80
Carlo Pedersoli Jr.,0,0,0,0,70,9,0,79
Yao Zhikui,0,0,0,0,70,9,0,79
Montserrat Rendon,0,0,0,0,70,9,0,79
John Polakowski,0,0,0,0,70,9,0,79
Dan Cramer,0,0,0,0,70,8,0,78
Chris Dempsey,0,0,0,0,70,7,0,77
Hailey Cowan,0,0,0,0,70,7,0,77
Olivier Murad,0,0,0,0,70,6,0,76
Cristiano Marcello,0,0,0,0,70,6,0,76
Josh McDonald,0,0,0,75,0,0,0,75
John Gunther,0,0,0,75,0,0,0,75
Masio Fullen,0,0,0,0,70,5,0,75
Will Ribeiro,0,0,0,0,70,5,0,75
Chris Tuchscherer,0,0,0,75,0,0,0,75
Tom Niinimaki,0,0,0,0,70,4,0,74
Martin Day,0,0,0,0,0,72,0,72
Augusto Mendes,0,0,0,0,70,2,0,72
Steve Steinbeiss,0,0,0,0,0,72,0,72
Ernest Chavez,0,0,0,0,70,2,0,72
Sean Soriano,0,0,0,0,0,72,0,72
Phillipe Nover,0,0,0,0,70,0,0,70
Talita Alencar,0,0,0,0,70,0,0,70
Yusuke Kawaguchi,0,0,0,0,70,0,0,70
Koyomi Matsushima,0,0,0,0,70,0,0,70
Joe Warren,0,0,0,0,70,0,0,70
Saimon Oliveira,0,0,0,0,70,0,0,70
Bruno Santos,0,0,0,0,70,0,0,70
Quinn Mulhern,0,0,0,0,70,0,0,70
Irwin Rivera,0,0,0,0,70,0,0,70
Bogdan Grad,0,0,0,0,70,0,0,70
Milana Dudieva,0,0,0,0,70,0,0,70
Juan Puerta,0,0,0,0,70,0,0,70
Joe Ellenberger,0,0,0,0,70,0,0,70
Henry Martinez,0,0,0,0,70,0,0,70
Jim Alers,0,0,0,0,70,0,0,70
Gisele Moreira,0,0,0,0,70,0,0,70
Lucrezia Ria,0,0,0,0,70,0,0,70
Alptekin Ozkilic,0,0,0,0,70,0,0,70
Azat Maksum,0,0,0,0,70,0,0,70
Darrell Horcher,0,0,0,0,70,0,0,70
Eddie Yagin,0,0,0,0,70,0,0,70
Nick Ertl,0,0,0,0,70,0,0,70
Rolando Bedoya,0,0,0,0,0,56,0,56
Michael Aswell,0,0,0,0,0,53,0,53
Carli Judice,0,0,0,0,0,50,0,50
Akira Kikuchi,0,0,0,0,0,49,0,49
Blood Diamond,0,0,0,0,0,47,0,47
Nolan Ticman,0,0,0,0,0,43,0,43
Patrick Murphy,0,0,0,0,0,39,0,39
Istela Nunes,0,0,0,0,0,39,0,39
JR Coughran,0,0,0,0,0,38,0,38
Yoislandy Izquierdo,0,0,0,0,0,35,0,35
Julie Kedzie,0,0,0,0,0,35,0,35
Matt Van Buren,0,0,0,0,0,34,0,34
Taneisha Tennant,0,0,0,0,0,34,0,34
Alan Omer,0,0,0,0,0,34,0,34
Johnny Rees,0,0,0,0,0,32,0,32
Allan Zuniga,0,0,0,0,0,32,0,32
Kelly Faszholz,0,0,0,0,0,31,0,31
Darian Weeks,0,0,0,0,0,31,0,31
Mychal Clark,0,0,0,0,0,29,0,29
Scott Shaffer,0,0,0,0,0,28,0,28
Victor Reyna,0,0,0,0,0,28,0,28
Mike King,0,0,0,0,0,27,0,27
Ross Pointon,0,0,0,0,0,2,25,27
Felipe Olivieri,0,0,0,0,0,27,0,27
Naho Sugiyuma,0,0,0,0,0,1,25,26
Gabe Lemley,0,0,0,0,0,0,25,25
Chance Farrar,0,0,0,0,0,0,25,25
Jan Finney,0,0,0,0,0,0,25,25
Takayo Hashi,0,0,0,0,0,0,25,25
Carlo Prater,0,0,0,0,0,0,25,25
Fernando Gonzalez,0,0,0,0,0,25,0,25
Kit Cope,0,0,0,0,0,0,25,25
Bryan Pardoe,0,0,0,0,0,0,25,25
Joe Hurley,0,0,0,0,0,0,25,25
Justin McElfresh,0,0,0,0,0,0,25,25
Andre Pederneiras,0,0,0,0,0,0,25,25
Ryan McGivern,0,0,0,0,0,0,25,25
Miika Mehmet,0,0,0,0,0,0,25,25
Kai Asakura,0,0,0,0,0,0,25,25
Jameel Massouh,0,0,0,0,0,25,0,25
Ronald Jhun,0,0,0,0,0,0,25,25
Solomon Renfro,0,0,0,0,0,25,0,25
Tonya Evinger,0,0,0,0,0,0,25,25
Jakob Lovstad,0,0,0,0,0,0,25,25
Micol Di Segni,0,0,0,0,0,24,0,24
Mateo Vogel,0,0,0,0,0,24,0,24
Tiki Ghosn,0,0,0,0,0,23,0,23
Duda Santana,0,0,0,0,0,23,0,23
Victor Valimaki,0,0,0,0,0,22,0,22
Yosdenis Cedeno,0,0,0,0,0,22,0,22
Kevin Croom,0,0,0,0,0,22,0,22
Jay Perrin,0,0,0,0,0,21,0,21
Rayanne dos Santos,0,0,0,0,0,21,0,21
Kalindra Faria,0,0,0,0,0,21,0,21
Patrik White,0,0,0,0,0,20,0,20
Alice Ardelean,0,0,0,0,0,20,0,20
Alan Baudot,0,0,0,0,0,19,0,19
Jesse Ronson,0,0,0,0,0,19,0,19
Terrion Ware,0,0,0,0,0,18,0,18
Jeff Joslin,0,0,0,0,0,18,0,18
Willamy Freire,0,0,0,0,0,18,0,18
Dean Barry,0,0,0,0,0,18,0,18
Mike Seal,0,0,0,0,0,17,0,17
Dave Galera,0,0,0,0,0,17,0,17
Shoji Maruyama,0,0,0,0,0,17,0,17
Zelim Imadaev,0,0,0,0,0,17,0,17
Hector Ramirez,0,0,0,0,0,17,0,17
Ruben Villareal,0,0,0,0,0,16,0,16
Jeremy Larsen,0,0,0,0,0,16,0,16
Sam Greco,0,0,0,0,0,16,0,16
Jose Palacios,0,0,0,0,0,15,0,15
Zarah Fairn,0,0,0,0,0,15,0,15
Antonio McKee,0,0,0,0,0,15,0,15
Phil Cardella,0,0,0,0,0,15,0,15
Ricardo Funch,0,0,0,0,0,15,0,15
Brandon Cash,0,0,0,0,0,14,0,14
Tiffany Masters,0,0,0,0,0,14,0,14
Davi Bittencourt,0,0,0,0,0,14,0,14
Steve Montgomery,0,0,0,0,0,14,0,14
Ali AlQaisi,0,0,0,0,0,14,0,14
Colin Fletcher,0,0,0,0,0,14,0,14
Jean Francois Lenogue,0,0,0,0,0,13,0,13
Roldan Sangcha'an,0,0,0,0,0,13,0,13
Alejandro Flores,0,0,0,0,0,13,0,13
Kultar Gill,0,0,0,0,0,13,0,13
Tyler Diamond,0,0,0,0,0,13,0,13
Antonio Dos Santos,0,0,0,0,0,13,0,13
Nohelin Hernandez,0,0,0,0,0,12,0,12
Barb Honchak,0,0,0,0,0,12,0,12
Brodie Farber,0,0,0,0,0,12,0,12
Sabah Homasi,0,0,0,0,0,12,0,12
Denis Stojnic,0,0,0,0,0,12,0,12
Joshua Weems,0,0,0,0,0,12,0,12
Joe Merritt,0,0,0,0,0,12,0,12
Joe Lowry,0,0,0,0,0,12,0,12
TJ Laramie,0,0,0,0,0,12,0,12
Jorge Ortiz,0,0,0,0,0,11,0,11
Denys Bondar,0,0,0,0,0,11,0,11
Jared Rollins,0,0,0,0,0,11,0,11
Jaime Jara,0,0,0,0,0,11,0,11
Malik Lewis,0,0,0,0,0,11,0,11
Scott Junk,0,0,0,0,0,11,0,11
Yuri Panferov,0,0,0,0,0,11,0,11
Todd Moore,0,0,0,0,0,10,0,10
Michael Cora,0,0,0,0,0,10,0,10
Angelo Trevino,0,0,0,0,0,10,0,10
Jon Olav Einemo,0,0,0,0,0,10,0,10
Cameron Dollar,0,0,0,0,0,10,0,10
KyuSung Kim,0,0,0,0,0,10,0,10
Kiefer Crosbie,0,0,0,0,0,10,0,10
Mike Polchlopek,0,0,0,0,0,10,0,10
