name,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,StrikeBonus,5roundBonus
Jimmy Lawson,0,0,25,0,0,0,0
Yair Rodriguez,425,115,345,0,140,341,200
Patricio Freire,0,0,105,0,0,8,0
SeungWoo Choi,175,50,265,0,25,111,0
Hirotaka Yokoi,75,115,0,0,0,38,0
Estevan Payan,50,0,105,0,0,64,0
Alonzo Martinez,0,0,25,0,0,0,0
Leonardo Guimaraes,0,25,25,0,0,7,0
Jason Brilz,150,0,160,0,50,80,0
Max Rohskopf,0,0,0,0,0,0,0
Dylan Potter,0,25,0,0,0,0,0
Hidetaka Monma,25,0,0,0,0,0,0
Pascal Krauss,25,0,185,0,0,117,0
Mark Scanlon,0,0,25,0,0,0,0
Hiromitsu Miura,250,0,25,0,0,23,25
Fernando Gonzalez,25,0,25,0,0,25,0
Zach Reese,150,180,160,0,0,63,0
Jose Daniel Medina,25,25,50,0,0,0,0
Keita Nakamura,0,180,150,0,235,31,0
Douglas Silva de Andrade,225,115,420,0,0,72,0
Greg Velasco,0,25,0,0,0,0,0
Koya Kanda,0,0,105,0,0,22,0
Yibugele,0,0,50,0,0,0,0
Brian Gassaway,25,25,0,0,0,0,0
Tim Gorman,0,0,50,0,0,0,0
Rogerio Bontorin,25,90,25,0,95,7,0
Gustavo Gabriel,0,25,0,0,0,0,0
Viscardi Andrade,100,0,185,0,0,52,0
James Moontasri,100,115,50,0,25,33,0
Anton Zafir,50,0,0,0,0,6,0
Lloyd Van Dams,25,0,0,0,0,0,0
Virgil Zwicker,25,0,25,0,0,0,0
Mitsuhiro Ishida,50,205,560,0,95,136,25
Billy Miles,0,25,0,0,0,0,0
Jake Ellenberger,675,115,210,0,95,111,50
Kotetsu Boku,0,0,25,0,0,0,0
Henry Martinez,25,0,0,0,95,0,0
Bernardo Magalhaes,0,0,25,0,25,8,0
Lauren Mueller,0,25,210,0,0,51,0
Enrique Marin,0,0,25,0,25,0,0
Daniel Gracie,0,90,25,0,70,35,0
Alberto Mina,200,0,25,0,70,17,0
Alex Chambers,0,165,25,0,0,0,0
Matt Horwich,0,0,75,0,0,0,0
Travis Galbraith,75,0,0,0,0,0,0
Mauricio Ruffy,300,25,80,0,0,21,0
Baergeng Jieleyisi,0,90,130,0,25,23,0
Tokitaka Nakanishi,0,0,105,0,0,0,0
Yuki Sasaki,0,0,50,0,0,2,0
Alexander Poppeck,25,0,0,0,0,0,0
Yoshiaki Yatsu,50,0,0,0,0,0,0
Robert Valentin,0,0,0,0,25,19,0
Chris Avila,0,0,50,0,0,0,0
Jason Von Flue,25,205,25,0,0,20,0
Alex Karalexis,250,50,80,75,0,81,0
Matthew Semelsberger,250,0,315,0,25,62,0
Jason Witt,100,90,0,75,0,20,0
Dan Hardy,225,25,210,0,140,35,25
Manny Tapia,125,0,50,0,70,41,25
Brandon Foxworth,25,0,0,0,0,0,0
Edson Berto,50,90,0,0,0,1,0
Victor Valenzuela,0,25,0,0,0,0,0
Alex Gilpin,0,90,0,0,0,0,0
JR Coughran,0,25,0,0,0,38,0
Jong Won Kim,25,0,0,0,0,0,0
Tim Williams,50,0,0,0,0,1,0
Mike Cook,100,25,0,0,0,0,0
Carlton Jones,75,0,0,0,0,5,0
Mike Rodriguez,325,50,50,0,0,84,0
Paddy Pimblett,200,270,160,0,0,139,25
Drakkar Klose,250,0,585,0,70,168,0
John Halverson,25,0,25,0,0,0,0
Jai Herbert,150,25,185,0,25,30,0
Felipe Arantes,125,180,235,0,50,46,0
Godofredo Pepey,175,270,75,0,70,38,0
Edwin Figueroa,125,0,75,0,70,42,0
Yoshihisa Yamamoto,275,115,50,0,0,37,0
Cezary Oleksiejczuk,0,0,80,0,0,2,0
Lucas Almeida,150,25,105,0,25,55,0
Mike Budnik,0,115,25,0,25,3,0
Jake Hadley,100,180,180,0,0,48,0
Carlos Candelario,0,25,105,0,25,33,0
Bo Nickal,225,360,80,0,0,76,0
Paul Craig,450,590,50,0,0,91,25
Pete Sell,100,90,105,0,0,21,0
Masakatsu Funaki,25,115,0,0,0,1,0
Spencer Fisher,275,180,420,0,25,147,0
Laverne Clark,100,25,0,75,0,33,0
Koji Oishi,25,0,0,25,0,0,0
David Velasquez,25,0,0,0,0,0,0
Marlon Moraes,325,90,0,0,165,23,100
Robert Whiteford,100,25,105,0,25,36,0
Chris Wade,0,180,290,0,0,28,0
Zhang Lipeng,0,0,130,0,70,4,0
Michael McBride,25,0,25,0,0,0,0
Steve Bosse,125,0,80,0,0,13,0
Julia Avila,100,115,130,0,0,33,0
Jesus Pinedo,0,0,105,0,0,2,0
Art Jimmerson,0,25,0,0,0,0,0
Sulangrangbo,100,0,80,0,0,22,0
Harris Sarmiento,25,25,0,0,0,0,0
Abubakar Nurmagomedov,0,25,160,0,25,21,0
Ismael Bonfim,125,25,160,0,0,124,0
Nariman Abbasov,0,0,25,0,0,0,0
Frank Gomez,0,115,105,0,0,36,0
Matt Foki,0,25,0,0,0,0,0
Tom Nolan,225,90,160,0,0,55,0
Alex Reyes,50,0,25,0,0,0,0
Miguel Torres,150,295,265,0,0,277,125
Juan Adams,250,0,25,0,0,136,0
Shawn Teed,25,0,0,0,0,0,0
Kim In Seok,25,0,0,0,0,0,0
Ailin Perez,0,115,320,0,0,97,0
Rex Richards,100,0,0,0,0,7,0
Ray Seraille,25,0,0,0,0,0,0
Takeshi Yamazaki,0,0,105,0,0,0,0
Shoji Maruyama,0,0,25,0,0,17,0
Carlston Harris,175,180,80,0,0,36,0
Melsik Baghdasaryan,125,25,240,0,0,131,0
Vinc Pichel,125,25,555,0,0,163,0
Jacob Malkoun,125,0,265,0,0,116,0
Dennis Bermudez,150,230,400,0,215,283,25
Anthony Morrison,0,50,0,0,0,5,0
Bret Bergmark,0,25,0,0,0,0,0
Pawel Nastula,25,140,0,0,0,10,0
Benardo Sopaj,25,0,80,0,0,3,0
Ricardo Prasel,25,0,0,0,0,0,0
Brendan Seguin,0,0,80,0,0,30,0
Omar Morales,125,25,265,0,25,74,0
Jarno Errens,0,25,105,25,0,42,0
Darko Stosic,100,0,75,0,0,15,0
Jared Vanderaa,175,25,105,0,25,66,0
Da Woon Jung,225,115,130,0,0,22,0
Rolando Delgado,25,90,25,0,0,14,0
Steve Mensing,25,0,0,0,0,0,0
Shane del Rosario,150,180,0,0,0,38,0
Jose Quinonez,50,115,345,0,0,92,0
Kali Robbins,0,0,25,0,0,0,0
Andre Amado,50,0,25,0,0,0,0
Johnny Rhodes,100,115,0,0,0,16,0
David Levicki,25,0,0,0,0,0,0
Eldari Kurtanidze,25,0,0,0,0,0,0
Adriano Martins,250,90,0,0,120,19,0
Jason Ireland,0,25,0,0,0,0,0
Keith Hackney,100,140,0,0,0,41,0
Joe Son,0,25,0,0,0,0,0
Sergey Morozov,0,50,240,0,0,26,0
Journey Newson,25,25,130,0,0,20,0
Aliev Makhmud,25,0,0,0,0,0,0
Reyes Cortez Jr.,0,0,50,0,0,0,0
Talita Alencar,0,90,105,0,70,70,0
Milana Dudieva,50,0,0,0,70,0,0
Justin Frazier,0,25,0,0,0,0,0
Mike Ricci,0,0,105,0,25,13,0
Kelly Faszholz,25,0,0,0,25,31,0
James Irvin,400,50,0,0,0,8,0
Leonardo Mafra,50,25,80,0,0,54,0
Cody Pfister,0,50,105,0,0,0,0
Tony DeSouza,75,180,80,0,0,30,0
Colton Smith,25,50,80,0,0,6,0
Takayo Hashi,0,0,25,0,0,0,25
Quillan Salkilld,200,0,160,0,0,65,0
Gustavo Lopez,25,90,25,0,0,9,0
Anthony Birchak,150,50,0,0,70,38,0
David Teymur,200,25,240,0,0,76,0
Jason Novelli,25,0,0,0,25,0,0
Bobby Moffett,0,90,25,0,25,29,0
Andrea Lee,100,90,365,0,100,269,0
Raulian Paiva,125,0,105,75,95,18,0
Valentina Shevchenko,400,205,585,0,165,417,375
Ashlee Evans-Smith,100,50,180,0,70,86,0
James Zikic,0,0,50,0,0,0,0
Yusup Saadulaev,100,0,25,0,0,5,0
Carlos Leal,125,0,25,0,0,41,0
Roland Payne,25,0,0,0,0,0,0
Khalid Taha,125,0,75,0,0,5,0
Charles Johnson,300,0,340,0,95,185,0
Joey Gomez,25,0,25,0,25,6,0
Kazuhiro Hamanaka,25,0,80,0,0,30,0
Tommy Lee,0,25,0,0,0,0,0
Mark Schultz,0,0,0,0,0,7,0
Tyler Diamond,0,0,0,25,0,13,0
Shonie Carter,150,0,185,0,0,42,0
Modestas Bukauskas,375,90,160,0,95,26,0
Ryan Benoit,200,50,50,0,120,33,0
Zachary Scroggin,25,0,0,0,0,0,0
Rodrigo Gripp de Sousa,0,0,0,0,0,0,0
Luana Pinheiro,125,25,130,0,70,24,0
Harry Moskowitz,0,0,0,0,25,1,0
Alejandro Garcia,0,25,0,0,0,1,0
Rich Clementi,0,370,130,0,70,1,0
Gina Carano,225,90,240,0,0,115,25
Kelly Kobold,0,0,25,0,0,0,0
Cory McKenna,0,115,240,0,50,24,0
Kiril Sidelnikov,0,0,0,0,0,0,0
John Polakowski,0,25,0,0,70,9,0
Olaf Alfonso,50,0,0,0,25,0,0
Li Yunfeng,0,25,0,0,0,0,0
Josh Culibao,25,90,105,0,120,126,0
SuYoung You,0,0,320,0,70,36,0
Jamie Moyle,0,0,130,0,0,26,0
Chris Wilson,0,25,105,0,25,73,0
Justin Eilers,300,0,0,0,0,24,50
Tony Fryklund,175,140,0,0,0,54,0
Carlos Hernandez,25,50,105,0,210,74,0
Brandon Holmes,25,0,0,0,0,0,0
Fredy Serrano,200,0,25,0,25,7,0
Jerrod Sanders,0,25,80,0,0,5,0
Matt Lee,25,0,0,0,0,0,0
Sergey Khandozhko,100,0,105,0,0,41,0
Kron Gracie,25,90,50,0,0,0,0
Brett Johns,0,180,290,0,0,39,0
Clifford Starks,25,25,80,0,0,8,0
John Lober,0,25,0,0,0,0,0
Jordan Mein,350,0,290,0,95,164,0
Tyler Stinson,0,0,25,0,25,0,0
Tony Petarra,25,0,0,0,0,0,0
Rafael Carino,100,0,0,0,0,8,0
Matt Andersen,25,0,0,0,0,0,0
Joe Warren,0,25,0,0,70,0,0
Bharat Kandare,0,25,0,0,0,0,0
Alan Patrick,175,0,345,0,0,32,0
Yaotzin Meza,25,90,155,0,0,9,0
Chris Fishgold,25,115,25,0,0,7,0
Coty Wheeler,25,90,50,0,0,6,0
Bruna Brasil,125,0,290,0,0,35,0
Clint Hester,150,25,80,0,70,86,0
Ricky Rainey,50,0,0,0,0,0,0
Shayilan Nuerdanbieke,125,25,185,0,0,20,0
LC Davis,0,25,105,75,70,22,0
Tom Gallicchio,0,0,25,0,0,0,0
Nad Narimani,25,0,185,0,0,51,0
Anderson Dos Santos,25,90,50,0,0,2,0
Wagner Prado,0,50,0,0,0,4,0
Patrick Williams,50,90,25,0,0,5,0
Steven Nguyen,225,0,105,0,0,106,0
AJ Cunningham,50,0,25,0,0,0,0
Ivan Jorge,0,25,185,0,0,30,0
Mike Kyle,275,165,80,0,0,89,0
Jin Soo Son,0,0,50,0,0,0,0
Claudio Puelles,50,270,160,0,50,25,0
Jorge Rivera,600,75,160,0,95,185,0
Paul Redmond,25,0,25,0,0,0,0
Carter Williams,25,0,0,0,0,0,0
Mike Massenzio,25,165,105,0,0,22,0
Paul Jones,0,90,0,0,0,20,0
Andre Roberts,125,0,0,0,0,0,0
Zachary Micklewright,50,0,80,0,0,50,0
Thibault Gouti,125,50,50,0,0,19,0
Hiromitsu Kanehara,50,0,25,0,0,0,0
Dmitrii Smoliakov,50,25,0,0,0,0,0
Bo Cantrell,25,0,0,0,0,0,0
Michael McDonald,225,345,80,0,70,58,50
Elias Garcia,0,25,25,0,0,0,0
Tim Credeur,225,90,25,0,0,40,0
Yusaku Kinoshita,150,0,0,0,0,25,0
Felipe Silva,125,25,0,0,0,56,0
Shane Campbell,50,25,105,0,0,59,0
Asu Almabayev,25,180,320,0,0,58,25
CJ Hamilton,0,0,25,0,0,0,0
Ramiz Brahimaj,125,360,50,0,0,19,0
Micheal Gillmore,25,25,0,0,0,0,0
Stefan Sekulic,0,0,25,0,25,0,0
Jan Finney,50,0,0,0,0,0,25
Dong Hyun Ma,175,0,105,0,70,32,0
Hilarie Rose,0,0,25,0,0,0,0
Maurice Smith,100,270,105,50,70,85,0
Bobby Hoffman,25,0,0,0,25,0,0
Christian Aguilera,100,50,0,0,0,6,0
Mike Moreno,0,0,25,0,0,3,0
Marcin Held,25,0,105,0,25,20,0
Heather Clark,0,0,130,0,0,0,0
Bobby Nash,75,0,0,0,0,3,0
Brad Kohler,100,25,0,0,0,9,0
Steve Judson,50,0,0,0,0,5,0
Poliana Botelho,100,50,185,0,25,58,0
Jhonoven Pati,25,0,0,0,0,0,0
Roberto Romero,25,0,25,0,0,2,0
Sultan Aliev,25,0,80,0,70,0,0
Edimilson Souza,200,25,0,0,70,58,0
Maria Oliveira,25,0,75,0,70,32,0
Sung Bin Jo,0,0,25,0,0,0,0
Yui Chul Nam,0,0,0,0,120,69,0
Kazuki Tokudome,0,25,105,0,25,0,0
Jason DeLucia,25,205,0,0,0,5,0
Scott Baker,0,25,0,0,0,0,0
Felipe Colares,25,0,130,0,95,12,0
Domingo Pilarte,0,90,25,0,25,0,0
Chris de la Rocha,175,0,0,0,0,10,0
Priscila Cachoeira,425,100,130,0,0,28,0
Ji Yeon Kim,100,0,125,0,190,111,0
Victor Henry,100,25,185,0,70,197,0
Tony Gravely,325,25,105,0,95,98,0
Dale Hartt,100,50,0,0,0,0,0
Bibulatov Magomed,25,0,80,0,25,59,0
Jenel Lausa,0,25,130,0,0,27,0
Pat Audinwood,0,25,25,0,0,0,0
Ryan McGivern,0,25,0,0,0,0,25
Orlando Wiet,125,0,0,0,0,6,0
Saygid Izagakhmaev,0,0,0,0,25,0,0
Alice Pereira,0,0,0,0,25,0,0
Nobuhiro Obiya,0,0,50,0,0,0,0
Nazareno Malegarie,0,0,0,0,25,9,0
Zoila Frausto,0,25,0,0,0,0,0
Jordan Griffin,0,180,100,0,0,16,0
Maurice Mitchell,0,25,0,0,0,1,0
Lucie Pudilova,100,25,285,0,50,83,0
Josh Emmett,425,50,370,0,165,66,125
James Hammortree,0,0,25,0,0,0,0
Satoru Kitaoka,25,0,25,0,70,0,25
Jumabieke Tuerxun,25,25,25,0,0,1,0
Bentley Syler,25,0,0,0,0,0,0
Kazula Vargas,0,25,105,0,0,71,0
Nandor Guelmino,25,25,0,0,0,7,0
Yoji Anjo,25,50,25,0,0,0,0
Dylan Salvador,25,0,0,0,0,0,0
Francimar Barroso,0,25,345,0,50,42,0
Darren Stewart,225,140,130,0,120,64,0
Gabriel Santos,25,90,80,0,25,40,0
Jessamyn Duke,25,0,130,0,0,89,0
Elaina Maxwell,0,0,50,0,0,3,0
Rodney Wallace,0,0,75,0,0,0,0
Ken Stone,75,90,0,0,70,31,0
Del Hawkins,0,25,0,0,0,0,0
Josh Ferguson,0,25,25,0,0,0,0
Antonina Shevchenko,225,115,105,0,95,179,0
Louis Smolka,450,255,235,0,25,214,0
Alptekin Ozkilic,50,0,25,0,70,0,0
Zhalgas Zhumagulov,25,90,50,0,75,18,0
James Wallace,0,25,0,0,0,0,0
Matthieu Duclos,25,0,0,0,0,0,0
Mike Davis,200,115,210,0,0,53,0
Julian Marquez,200,270,0,0,25,59,0
Mike de la Torre,150,25,0,0,95,9,0
Flavio Luiz Moura,0,50,0,0,0,1,0
Julija Stoliarenko,50,205,75,0,25,5,0
Danny Silva,0,0,105,0,140,15,0
Adam Lynn,25,0,0,0,0,0,0
Jay Hieron,150,0,105,0,0,28,0
Donte Johnson,0,90,0,0,0,5,0
Cung Le,675,0,80,0,0,220,75
Brian Warren,25,0,0,0,0,0,0
Clint Godfrey,0,25,25,0,0,0,0
Mike Campbell,25,25,0,0,0,2,0
Chase Gibson,0,0,25,0,0,0,0
Richie Santiago,0,0,25,0,0,0,0
Chandler Cole,0,25,0,0,0,0,0
Marco Polo Reyes,400,0,0,0,70,82,0
Ryan Janes,100,25,105,0,0,92,0
Dominique Steele,125,0,155,0,0,31,0
Delson Heleno,25,0,0,0,0,0,0
Doug Evans,25,0,25,0,0,0,0
Jose Johnson,0,140,130,0,0,81,0
Rilley Dutro,25,0,0,0,0,0,0
Paulo Renato Junior,25,0,25,0,0,8,0
Kyle Kingsbury,100,25,235,0,70,25,0
Ricardo Romero,50,90,0,0,0,0,0
Gasan Umalatov,0,0,130,0,25,0,0
Vitor Miranda,300,0,100,0,0,67,0
Vanessa Melo,0,0,155,0,0,12,0
Alex Andrade,0,0,25,0,0,6,0
Hiroshi Izumi,125,0,80,0,0,20,0
Nolan Ticman,0,0,25,0,25,43,0
Cyril Asker,175,90,0,0,0,26,0
Terrion Ware,0,0,100,0,0,18,0
Zhu Kangjie,0,0,80,0,140,74,0
Xie Bin,100,25,80,0,50,76,0
Din Thomas,25,205,210,0,70,40,0
Julius Walker,0,0,0,0,25,0,0
Aaron Riley,125,0,265,0,25,85,0
Michihiro Omigawa,125,180,255,0,0,32,0
Danielle Taylor,0,0,130,0,95,17,0
Vinicius Moreira,75,115,0,0,0,4,0
Eric Shelton,0,0,130,0,120,97,0
Wulijiburen,50,0,50,0,0,0,0
Egan Inoue,125,0,25,0,0,8,0
Anshul Jubli,150,0,0,0,70,35,0
KyeungPyo Kim,100,0,0,0,25,7,0
Teddy Ash,0,0,25,0,0,7,0
Herbert Burns,200,180,0,0,0,5,0
Cameron Else,50,0,0,0,0,0,0
Steve Erceg,125,0,290,0,0,60,50
Gleidson Cutis,25,0,0,0,0,0,0
Josh Clopton,0,0,50,0,0,0,0
Zelim Imadaev,25,25,0,25,0,17,0
Bryan Battle,300,180,105,0,70,120,0
AJ Fletcher,100,115,50,0,0,7,0
Yurij Kiseliov,0,25,0,0,0,7,0
Muhammed Lawal,625,0,160,0,0,179,50
Ryo Kawamura,0,0,25,0,0,0,0
Clay Collard,25,0,105,0,25,34,0
Justin Willis,100,0,265,0,0,70,0
Lee Murray,0,90,25,0,0,0,0
Luis Pena,100,115,160,0,120,101,0
James Toney,0,25,0,0,0,0,0
Valesca Machado,0,0,25,0,0,0,0
Nate Moore,125,25,0,0,0,0,0
John Lewis,125,0,0,0,0,11,0
Takafumi Otsuka,0,25,25,0,50,1,0
Javid Basharat,25,90,265,0,0,207,0
Clay Harvison,25,25,0,0,70,15,0
Mana Martinez,0,25,25,25,140,26,0
Mike Grundy,100,25,25,0,25,11,0
Eddie Ruiz,0,0,25,0,0,0,0
Jason Riley,25,0,0,0,0,0,0
John Campetella,25,0,0,0,0,0,0
Alex Stiebling,100,0,185,0,25,59,0
Jason Guida,0,0,25,0,0,0,0
Mariusz Ksiazkiewicz,0,0,25,0,0,0,0
David Bielkheden,25,25,105,0,0,24,0
Ross Ebanez,0,25,0,0,0,0,0
Jorge Santiago,375,0,75,0,0,17,0
Sean Salmon,50,25,0,0,0,1,0
Jeremiah Wells,200,115,80,0,95,73,0
Ryan Hall,25,90,320,0,0,79,0
Jose Delgado,200,0,25,0,0,56,0
Charlie Ward,50,0,0,0,0,0,0
Chan-Mi Jeon,0,0,25,0,25,0,0
Chris Cope,50,0,80,0,0,19,0
Semmy Schilt,425,230,25,0,0,41,0
Masaaki Satake,150,50,50,0,25,32,0
Natalia Silva,200,0,400,0,0,231,0
Danny Henry,0,140,80,0,0,28,0
Tracy Cortez,0,25,505,0,70,162,25
Austin Lingo,0,25,210,0,0,31,0
Sidney Outlaw,0,0,80,0,0,0,0
Michael Cora,0,0,25,0,0,10,0
Brok Weaver,0,50,80,0,0,62,0
Takashi Sato,225,50,50,0,0,16,0
Naoya Ogawa,100,320,0,0,0,19,0
Maxim Grishin,100,0,155,0,0,79,0
Jess Liaudin,125,90,25,0,25,25,0
Rana Rudra Pratap Singh,25,0,0,0,0,0,0
Benito Lopez,0,50,160,0,70,0,0
Albert Morales,25,25,50,0,70,17,0
Jeremiah Metcalf,0,115,0,0,0,13,0
Paul Bradley,25,0,25,0,25,0,0
Justin Sumter,50,0,0,0,0,0,0
Royler Gracie,0,115,0,0,0,8,0
Yuhi Sano,25,50,0,0,0,0,0
Louis Cosce,125,0,25,0,0,11,0
Gabriel Silva,0,0,50,0,0,0,0
Chris Heatherly,25,25,0,0,0,0,0
Marcelo Rojo,50,25,0,0,0,8,0
Rolando Dy,25,0,105,0,0,9,0
Laureano Staropoli,0,0,260,0,0,28,0
Aaron Jeffery,0,25,25,0,0,7,0
Joe Pearson,25,90,0,0,0,1,25
Tadao Yasuda,0,0,0,0,70,37,0
Jae Suk Lim,0,25,0,0,0,0,0
John Doyle,25,0,0,0,0,0,0
Kyle Noke,300,230,75,0,95,141,0
Joshua Wang-Kim,25,0,0,0,0,0,0
Hans Nijman,0,25,0,0,0,0,0
Albert Duraev,0,115,80,0,70,35,0
Caio Bittencourt,0,25,0,0,0,0,0
Lewis Gonzalez,0,0,25,0,0,0,0
Muhsin Corbbrey,50,0,25,0,0,0,0
James Llontop,0,25,105,0,25,75,0
Carlos Felipe,0,0,105,25,140,30,0
Jonathan Wiezorek,100,25,0,0,0,0,0
Wade Shipp,25,0,0,0,0,10,0
Yoshihiro Takayama,50,25,0,0,0,0,0
Ray Routh,25,0,0,0,0,0,0
Louis Taylor,25,0,0,0,0,10,0
Ryan McGillivray,0,0,25,0,0,0,0
Steven Peterson,100,0,180,0,120,40,0
Eiji Ishikawa,0,0,25,0,0,0,0
Drako Rodriguez,25,90,25,0,0,2,0
Mayana Kellem,0,25,0,0,0,0,0
Cale Yarbrough,25,0,0,0,0,0,0
Malcolm Gordon,150,75,80,0,0,52,0
Soichi Nishida,0,25,0,0,0,0,0
Herman Renting,0,25,0,0,0,0,0
Austin Vanderford,100,115,0,0,0,34,0
Chris Birchler,25,0,0,0,0,0,0
Jason Lambert,375,115,0,0,0,96,0
Jared Hamman,275,25,105,0,0,83,0
Motoki Miyazawa,0,0,0,0,0,0,0
Shannon Ross,100,0,0,0,0,0,0
Ashkan Mokhtarian,25,0,25,0,0,0,0
Bruno Assis,0,0,25,0,0,0,0
Yosdenis Cedeno,0,0,50,0,25,22,0
Issa Isakov,25,0,0,0,0,0,0
Tresean Gore,50,180,50,0,0,1,0
Muhammad Naimov,225,25,265,0,0,2,0
Mark Hughes,0,0,80,0,0,5,0
Hong Man Choi,125,50,0,0,0,8,0
Jose Canseco,25,0,0,0,0,0,0
Josh Samman,225,115,0,0,0,34,0
Matt Ricehouse,0,0,105,0,0,0,0
Andrews Nakahara,200,25,25,0,0,45,0
Shimon Smotritsky,25,25,0,0,0,0,0
Andrew Holbrook,75,0,0,0,140,8,0
Yasuhiro Urushitani,25,0,25,0,0,0,0
Sebastian Szalay,0,0,80,0,0,40,0
Kevin Syler,0,0,105,0,0,59,0
Lance Lawrence,0,0,25,0,0,0,0
Philip De Fries,75,90,80,0,0,17,0
Rob Broughton,0,90,50,0,0,35,0
Jeff Hughes,100,25,25,0,25,45,0
Yuki Kondo,150,25,75,0,50,21,25
James Gray,25,0,0,0,0,0,0
Leonardo Silva de Oliveira,0,25,0,0,0,1,0
Ian Murphy,0,25,0,0,0,0,0
Fred Ettish,0,25,0,0,0,0,0
Jack Cartwright,0,0,25,0,0,0,0
Saparbeg Safarov,25,50,80,0,0,59,0
Kengo Watanabe,0,0,25,0,0,0,0
Josh Shockley,25,0,25,0,0,0,0
Jamie Colleen,25,90,0,0,0,0,0
Tiffany Masters,0,25,0,0,0,14,0
Raimond Magomedaliev,25,0,0,0,0,0,0
Kalib Starnes,25,90,105,0,0,21,0
Rafael Cerqueira,50,0,0,0,0,0,0
Alan Belcher,425,295,75,0,95,112,0
Rickson Zenidim,0,0,25,0,0,0,0
Anton Kuivanen,0,25,25,0,70,36,0
Augusto Mendes,25,0,25,0,70,2,0
Jose Aldo,1200,0,955,0,50,363,400
Jakob Lovstad,25,0,0,0,0,0,25
Chris Haseman,0,0,25,0,0,0,0
Dakota Bush,25,0,25,0,0,0,0
Michael Lombardo,0,0,105,0,0,9,0
Duda Santana,0,25,0,0,0,23,0
Jeff Molina,100,0,160,0,70,119,0
Wes Sims,75,0,0,0,0,0,0
Solomon Renfro,0,0,0,0,25,25,0
David Michaud,0,25,80,0,25,2,0
William Gomis,100,0,80,75,165,77,0
Robert Ruchala,0,0,25,0,0,0,0
Miranda Granger,0,50,105,0,0,13,0
Ottman Azaitar,275,0,0,0,0,34,0
Kenji Osawa,0,25,130,0,210,64,0
Masanori Kanehara,0,25,160,0,25,18,0
David Branch,175,50,160,0,70,40,25
Dino Pezao,25,0,0,0,0,0,0
Josh Haynes,50,0,25,0,0,0,0
Michinori Tanaka,0,0,130,0,95,30,0
Rafael Estevam,100,0,240,0,0,52,0
Gloria de Paula,25,0,185,0,25,74,0
Alex Soto,25,0,25,0,0,0,0
Soa Palelei,450,25,25,0,0,63,0
Jared Papazian,0,25,25,25,0,1,0
Jacob Silva,0,25,25,0,0,7,0
Trenell Young,25,25,0,0,0,0,0
Mostapha Al-Turk,50,0,25,0,0,0,0
Cheyden Leialoha,0,0,25,0,0,0,0
Imani Lee,0,25,0,0,0,0,0
Gadzhimurad Antigulov,75,205,0,0,0,10,0
Rachael Ostovich,25,140,0,0,0,1,0
Moise Rimbon,0,0,25,0,0,0,0
Jose Ochoa,100,0,25,0,0,25,0
Edson Silva,25,0,0,0,0,0,0
Yoshiyuki Yoshida,50,180,25,0,0,2,0
Victor Rodriguez,50,0,0,0,0,0,0
Edwin DeWees,75,25,0,0,0,0,0
Ryan Thomas,0,50,0,0,0,0,0
Ernesta Kareckaite,0,0,25,0,140,58,0
Nicolle Caliari,25,90,0,0,25,0,0
Robert Bryczek,100,0,25,0,0,26,0
Steve Lopez,25,0,0,0,25,0,0
Dominic Waters,25,0,50,0,0,0,0
Jaime Jara,0,0,25,0,0,11,0
Daisuke Sugie,0,25,0,0,0,0,0
Carlo Prater,25,25,25,0,25,0,25
Dustin Neace,0,25,0,0,0,0,0
Herschel Walker,200,0,0,0,0,46,0
Scott Carson,25,0,0,0,0,0,0
Karl Amoussou,0,0,25,0,0,0,0
Phil Harris,25,25,105,0,0,3,0
Stanislav Nedkov,125,25,0,0,0,14,0
Cody Haddon,0,0,80,0,0,86,0
Dan Argueta,0,25,130,0,0,33,0
Abner Lloveras,0,0,25,0,0,0,0
Frankie Perez,125,0,50,0,0,21,0
Nick Penner,50,0,0,0,0,0,0
Myktybek Orolbai,100,90,80,0,25,17,0
Puja Tomar,0,25,0,0,70,11,0
Irwin Rivera,0,0,25,0,95,0,0
Charles Bennett,200,165,0,0,0,14,0
Kayla Harrison,0,180,80,0,0,101,25
Emily Ducote,0,0,210,0,25,102,0
Tuco Tokkos,25,115,25,0,0,3,0
Stefan Leko,25,50,0,0,0,4,0
Scott Norton,0,25,0,0,0,2,0
Corinne Laframboise,0,25,0,0,0,6,0
Hector Aldana,50,0,25,0,0,7,0
Themba Gorimbo,100,50,265,0,0,110,0
Josh Appelt,25,0,0,0,0,0,0
Ross Pointon,0,75,0,0,0,2,25
Hans Stringer,50,0,0,0,70,13,0
Chris Dempsey,75,0,0,0,70,7,0
Gil Castillo,0,0,105,0,0,9,50
Josh McDonald,0,0,0,75,0,0,0
Patrick Murphy,0,0,0,25,0,39,0
Seo Hee Ham,0,0,130,0,25,15,0
Julian Sanchez,0,25,0,0,0,0,0
Jordan Radev,25,0,25,0,0,0,0
Jocelyn Jones-Lybarger,0,25,50,0,0,0,0
Adrian Yanez,650,0,0,0,95,69,0
Justin Ledet,50,90,130,0,70,54,0
Jamey Simmons,25,25,0,0,0,0,0
Abdul-Kerim Edilov,100,0,0,0,0,76,0
Bojan Mihajlovic,75,0,0,0,0,0,0
Igor Gracie,0,90,0,0,0,7,0
John Salgado,0,25,0,0,0,0,0
